veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,_OBSTAT_
1.01,0.314852841,0,0,0,STNWG,4,M,C,1,01101    0    0    0
1.48,0.399726215,0,0,0,SEDAN,2,F,A,4,01101    0    0    0
1.82,0.6954141,0,0,0,HBACK,2,F,C,4,01101    0    0    0
1.34,0.052019165,0,0,0,STNWG,3,F,C,2,01101    0    0    0
1.44,0.353182752,0,0,0,HBACK,1,M,D,1,01101    0    0    0
1.57,0.052019165,0,0,0,HBACK,2,F,B,6,01101    0    0    0
1.48,0.922655715,0,0,0,HBACK,1,F,D,4,01101    0    0    0
0.91,0.947296372,0,0,0,COUPE,4,F,B,2,01101    0    0    0
0.85,0.405201917,0,0,0,HBACK,3,M,B,1,01101    0    0    0
2.32,0.306639288,0,0,0,SEDAN,1,F,A,3,01101    0    0    0
0.93,0.446269678,0,0,0,HBACK,3,M,A,3,01101    0    0    0
2.99,0.27926078,0,0,0,STNWG,3,M,C,4,01101    0    0    0
1.37,0.303901437,0,0,0,SEDAN,2,M,E,3,01101    0    0    0
0.65,0.301163587,0,0,0,SEDAN,4,F,C,6,01101    0    0    0
1.61,0.038329911,0,0,0,SEDAN,2,F,A,3,01101    0    0    0
1.16,0.547570157,0,0,0,HBACK,2,M,A,6,01101    0    0    0
1.04,0.027378508,0,0,0,HBACK,3,F,C,4,01101    0    0    0
1.51,0.717316906,0,0,0,STNWG,3,F,F,4,01101    0    0    0
2.08,0.6954141,1,1,1430.001823,SEDAN,2,M,C,3,01101    0    0    0
1.57,0.402464066,0,0,0,SEDAN,3,M,C,4,01101    0    0    0
2.78,0.402464066,0,0,0,STNWG,1,M,D,5,01101    0    0    0
4.89,0.292950034,0,0,0,STNWG,1,F,D,1,01101    0    0    0
4.11,0.525667351,0,0,0,SEDAN,3,F,C,6,01101    0    0    0
5.37,0.167008898,0,0,0,SEDAN,2,F,C,3,01101    0    0    0
0.47,0.402464066,0,0,0,HBACK,4,F,C,5,01101    0    0    0
1.03,0.922655715,0,0,0,SEDAN,3,M,B,4,01101    0    0    0
2.54,0.254620123,0,0,0,STNWG,3,M,B,2,01101    0    0    0
0.41,0.052019165,0,0,0,HBACK,4,M,C,2,01101    0    0    0
0.45,0.613278576,0,0,0,SEDAN,4,M,C,2,01101    0    0    0
2.3,0.947296372,0,0,0,TRUCK,3,M,D,3,01101    0    0    0
1.85,0.596851472,0,0,0,TRUCK,3,M,D,4,01101    0    0    0
1.54,0.698151951,0,0,0,SEDAN,4,M,A,5,01101    0    0    0
1.91,0.947296372,1,1,405,HBACK,3,M,A,4,01101    0    0    0
0.47,0.402464066,1,1,1122.73,SEDAN,4,F,C,3,01101    0    0    0
1.64,0.328542095,0,0,0,SEDAN,1,F,C,5,01101    0    0    0
0.75,0.605065024,0,0,0,HBACK,3,M,A,5,01101    0    0    0
1.91,0.999315537,0,0,0,STNWG,4,F,E,2,01101    0    0    0
1.76,0.922655715,1,1,1230.539997,SEDAN,2,F,B,3,01101    0    0    0
1.16,0.314852841,0,0,0,HDTOP,4,F,D,2,01101    0    0    0
1.7,0.947296372,0,0,0,SEDAN,3,F,B,2,01101    0    0    0
2.234,0.602327173,1,1,814.7999992,HBACK,1,F,C,2,01101    0    0    0
1.779,0.602327173,0,0,0,SEDAN,1,M,C,1,01101    0    0    0
4.12,0.295687885,0,0,0,HDTOP,2,M,C,5,01101    0    0    0
3.05,0.588637919,0,0,0,STNWG,3,F,C,2,01101    0    0    0
1.04,0.292950034,0,0,0,SEDAN,3,F,D,2,01101    0    0    0
0.9,0.402464066,0,0,0,HBACK,3,F,C,4,01101    0    0    0
0.91,0.295687885,0,0,0,UTE,4,M,C,3,01101    0    0    0
0.9,0.922655715,0,0,0,HBACK,3,F,B,3,01101    0    0    0
0.79,0.402464066,0,0,0,HBACK,3,F,C,3,01101    0    0    0
0.65,0.295687885,0,0,0,HBACK,4,F,B,4,01101    0    0    0
1.84,0.295687885,0,0,0,SEDAN,3,F,A,3,01101    0    0    0
0.79,0.295687885,0,0,0,SEDAN,4,F,A,2,01101    0    0    0
1.6835,0.596851472,0,0,0,HBACK,1,M,B,4,01101    0    0    0
2.234,0.602327173,0,0,0,SEDAN,1,F,B,4,01101    0    0    0
2.45,0.295687885,0,0,0,STNWG,3,M,F,3,01101    0    0    0
2.95,0.314852841,0,0,0,SEDAN,2,M,D,2,01101    0    0    0
1.56,0.684462697,0,0,0,HBACK,2,M,C,6,01101    0    0    0
1.12,0.109514032,0,0,0,UTE,3,M,D,5,01101    0    0    0
1.01,0.314852841,0,0,0,STNWG,4,M,A,6,01101    0    0    0
0.31,0.684462697,0,0,0,SEDAN,4,F,B,6,01101    0    0    0
1.15,0.684462697,0,0,0,SEDAN,3,F,B,6,01101    0    0    0
1.779,0.602327173,0,0,0,SEDAN,1,F,C,2,01101    0    0    0
1.31,0.684462697,0,0,0,STNWG,4,F,A,5,01101    0    0    0
0.9,0.922655715,0,0,0,SEDAN,3,F,A,3,01101    0    0    0
1.99,0.314852841,0,0,0,SEDAN,2,F,B,3,01101    0    0    0
2.58,0.684462697,0,0,0,STNWG,3,M,C,5,01101    0    0    0
1.84,0.602327173,0,0,0,STNWG,4,M,C,3,01101    0    0    0
0.8,0.73100616,0,0,0,HBACK,3,F,C,5,01101    0    0    0
4.399,0.145106092,0,0,0,STNWG,1,M,D,5,01101    0    0    0
0.54,0.684462697,0,0,0,HBACK,4,M,B,5,01101    0    0    0
0.79,0.684462697,0,0,0,SEDAN,3,M,A,6,01101    0    0    0
1.15,0.684462697,0,0,0,STNWG,3,M,A,6,01101    0    0    0
1.09,0.553045859,0,0,0,HBACK,3,F,A,5,01101    0    0    0
1.18,0.684462697,0,0,0,SEDAN,4,M,B,4,01101    0    0    0
0.39,0.684462697,0,0,0,SEDAN,4,M,C,3,01101    0    0    0
1.27,0.684462697,0,0,0,SEDAN,3,F,E,3,01101    0    0    0
1.67,0.684462697,0,0,0,STNWG,4,M,B,5,01101    0    0    0
0.82,0.684462697,0,0,0,TRUCK,4,M,A,6,01101    0    0    0
1.62,0.684462697,0,0,0,SEDAN,2,M,B,6,01101    0    0    0
1.65,0.684462697,0,0,0,SEDAN,3,F,C,4,01101    0    0    0
1.2,0.684462697,0,0,0,HBACK,2,F,D,6,01101    0    0    0
0.43,0.684462697,0,0,0,HBACK,4,M,C,2,01101    0    0    0
0.92,0.684462697,0,0,0,HBACK,3,F,A,6,01101    0    0    0
2.43,0.684462697,0,0,0,SEDAN,1,F,B,5,01101    0    0    0
2.43,0.684462697,0,0,0,SEDAN,1,F,D,2,01101    0    0    0
2.198,0.325804244,0,0,0,HBACK,1,F,A,5,01101    0    0    0
1.56,0.684462697,0,0,0,HBACK,2,F,C,3,01101    0    0    0
1.74,0.314852841,0,0,0,HBACK,2,M,C,5,01101    0    0    0
0.39,0.188911704,0,0,0,SEDAN,4,F,A,4,01101    0    0    0
1.01,0.684462697,0,0,0,MIBUS,4,M,C,5,01101    0    0    0
2.99,0.684462697,0,0,0,STNWG,3,M,C,5,01101    0    0    0
2.18,0.468172485,0,0,0,SEDAN,2,F,B,6,01101    0    0    0
0.19,0.314852841,0,0,0,HBACK,4,F,C,4,01101    0    0    0
1.65,0.498288843,0,0,0,UTE,4,F,C,5,01101    0    0    0
0.97,0.331279945,0,0,0,SEDAN,3,F,C,2,01101    0    0    0
1.15,0.684462697,1,2,553.7999997,HDTOP,4,M,B,3,01101    0    0    0
2.68,0.684462697,0,0,0,STNWG,3,M,F,3,01101    0    0    0
0.41,0.684462697,0,0,0,UTE,4,M,C,5,01101    0    0    0
2.25,0.188911704,0,0,0,SEDAN,2,M,A,4,01101    0    0    0
0.47,0.684462697,0,0,0,HBACK,4,F,C,6,01101    0    0    0
0.83,0.314852841,1,1,3689.349999,HBACK,3,F,A,3,01101    0    0    0
2.98,0.314852841,0,0,0,MIBUS,3,F,F,3,01101    0    0    0
1.93,0.684462697,0,0,0,SEDAN,2,F,A,3,01101    0    0    0
0.98,0.27926078,0,0,0,COUPE,4,M,C,2,01101    0    0    0
0.87,0.684462697,0,0,0,SEDAN,3,F,E,4,01101    0    0    0
2.82,0.684462697,0,0,0,STNWG,1,F,E,5,01101    0    0    0
0.74,0.145106092,0,0,0,SEDAN,4,F,D,5,01101    0    0    0
1.06,0.684462697,0,0,0,SEDAN,3,F,D,2,01101    0    0    0
1.37,0.314852841,0,0,0,SEDAN,3,F,C,3,01101    0    0    0
1.39,0.684462697,0,0,0,SEDAN,3,M,C,6,01101    0    0    0
2.41,0.684462697,0,0,0,SEDAN,4,M,B,5,01101    0    0    0
2.07,0.684462697,0,0,0,SEDAN,2,F,A,5,01101    0    0    0
0.82,0.314852841,0,0,0,HBACK,4,M,B,2,01101    0    0    0
2.13,0.684462697,1,1,1600.829998,MIBUS,4,M,B,1,01101    0    0    0
0.72,0.703627652,1,1,1783.649998,SEDAN,4,F,B,2,01101    0    0    0
0.73,0.922655715,0,0,0,HBACK,3,F,C,3,01101    0    0    0
3.55,0.684462697,0,0,0,STNWG,2,M,C,1,01101    0    0    0
0.38,0.684462697,0,0,0,UTE,4,F,D,4,01101    0    0    0
3.91,0.684462697,1,1,3817.049995,STNWG,2,M,E,3,01101    0    0    0
2.34,0.314852841,0,0,0,SEDAN,2,F,F,4,01101    0    0    0
0.84,0.684462697,0,0,0,HBACK,3,F,F,5,01101    0    0    0
0.46,0.684462697,0,0,0,SEDAN,4,M,A,4,01101    0    0    0
1.04,0.687200548,0,0,0,HBACK,2,F,A,5,01101    0    0    0
3.76,0.684462697,0,0,0,UTE,1,M,C,5,01101    0    0    0
2.35,0.684462697,0,0,0,SEDAN,1,F,C,6,01101    0    0    0
2.45,0.238193019,0,0,0,SEDAN,1,M,E,4,01101    0    0    0
3.97,0.287474333,0,0,0,TRUCK,1,M,D,3,01101    0    0    0
0.38,0.147843943,0,0,0,HBACK,4,F,D,4,01101    0    0    0
1.99,0.314852841,0,0,0,HBACK,2,F,C,3,01101    0    0    0
1.57,0.684462697,0,0,0,SEDAN,3,F,A,5,01101    0    0    0
1.16,0.021902806,0,0,0,HBACK,3,F,C,4,01101    0    0    0
1.31,0.314852841,0,0,0,SEDAN,3,F,C,4,01101    0    0    0
1.17,0.684462697,1,1,883.2099991,SEDAN,3,F,A,2,01101    0    0    0
1.07,0.684462697,1,1,200,SEDAN,3,M,C,4,01101    0    0    0
2.21,0.684462697,0,0,0,SEDAN,1,F,C,5,01101    0    0    0
0.73,0.684462697,0,0,0,SEDAN,4,F,C,3,01101    0    0    0
1.59,0.005475702,0,0,0,COUPE,4,M,C,2,01101    0    0    0
1.27,0.999315537,0,0,0,HDTOP,4,M,A,2,01101    0    0    0
4.43,0.684462697,0,0,0,STNWG,1,M,C,3,01101    0    0    0
1.87,0.314852841,0,0,0,HBACK,3,M,C,3,01101    0    0    0
1.29,0.684462697,0,0,0,SEDAN,3,F,B,2,01101    0    0    0
3.39,0.684462697,0,0,0,STNWG,3,M,D,3,01101    0    0    0
1.57,0.610540726,0,0,0,STNWG,4,M,C,2,01101    0    0    0
2.16,0.314852841,0,0,0,TRUCK,3,M,B,2,01101    0    0    0
0.39,0.101300479,0,0,0,SEDAN,4,M,D,6,01101    0    0    0
1.47,0.596851472,0,0,0,HBACK,1,F,C,5,01101    0    0    0
2.184,0.298425736,0,0,0,HBACK,1,F,B,5,01101    0    0    0
1.29,0.914442163,1,1,345.4499998,SEDAN,3,M,E,6,01101    0    0    0
0.43,0.922655715,0,0,0,SEDAN,4,M,C,1,01101    0    0    0
2.78,0.402464066,0,0,0,STNWG,2,F,A,4,01101    0    0    0
2.28,0.876112252,0,0,0,HBACK,2,F,D,4,01101    0    0    0
2.33,0.596851472,0,0,0,UTE,2,M,A,2,01101    0    0    0
3.9,0.588637919,0,0,0,SEDAN,2,F,C,5,01101    0    0    0
4.27,0.049281314,0,0,0,STNWG,2,M,B,1,01101    0    0    0
1.92,0.678986995,0,0,0,STNWG,4,M,A,4,01101    0    0    0
2.91,0.533880904,0,0,0,STNWG,1,M,F,1,01101    0    0    0
3.2,0.473648186,0,0,0,UTE,1,M,D,1,01101    0    0    0
3,0.596851472,0,0,0,STNWG,3,M,C,3,01101    0    0    0
3.75,0.741957563,0,0,0,UTE,1,M,A,3,01101    0    0    0
1.56,0.741957563,0,0,0,SEDAN,2,F,C,3,01101    0    0    0
2.07,0.002737851,0,0,0,SEDAN,2,M,C,6,01101    0    0    0
1.5,0.703627652,1,1,389.9499998,HDTOP,4,F,F,1,01101    0    0    0
4.41,0.950034223,0,0,0,STNWG,2,M,B,5,01101    0    0    0
1.75,0.402464066,0,0,0,TRUCK,1,M,C,4,01101    0    0    0
1.28,0.684462697,0,0,0,SEDAN,3,F,D,2,01101    0    0    0
1.76,0.254620123,0,0,0,SEDAN,1,F,D,6,01101    0    0    0
1.56,0.314852841,0,0,0,SEDAN,3,F,B,3,01101    0    0    0
1.71,0.402464066,0,0,0,UTE,4,M,C,2,01101    0    0    0
2.5,0.295687885,0,0,0,SEDAN,1,M,E,5,01101    0    0    0
1.04,0.62422998,0,0,0,UTE,4,F,F,3,01101    0    0    0
1.86,0.295687885,0,0,0,TRUCK,4,M,D,1,01101    0    0    0
3.5,0.473648186,0,0,0,MCARA,3,M,D,4,01101    0    0    0
1.82,0.922655715,0,0,0,STNWG,4,F,D,5,01101    0    0    0
0.95,0.922655715,0,0,0,SEDAN,4,M,C,4,01101    0    0    0
1.399,0.402464066,0,0,0,HBACK,1,F,C,1,01101    0    0    0
3.28,0.281998631,0,0,0,STNWG,1,M,C,2,01101    0    0    0
8.26,0.421629021,1,2,885.9099989,STNWG,1,M,A,4,01101    0    0    0
4.51,0.6954141,0,0,0,STNWG,1,M,A,4,01101    0    0    0
2.3,0.596851472,0,0,0,SEDAN,1,F,B,2,01101    0    0    0
2.94,0.342231348,0,0,0,STNWG,1,M,C,4,01101    0    0    0
1.54,0.342231348,0,0,0,SEDAN,2,F,C,3,01101    0    0    0
4.76,0.117727584,0,0,0,STNWG,1,F,F,2,01101    0    0    0
3.3,0.637919233,0,0,0,STNWG,3,F,F,4,01101    0    0    0
0.82,0.049281314,0,0,0,SEDAN,4,F,E,4,01101    0    0    0
1.84,0.098562628,0,0,0,HBACK,3,M,C,6,01101    0    0    0
1.35,0.030116359,0,0,0,HBACK,1,F,E,3,01101    0    0    0
0.8,0.922655715,0,0,0,HBACK,3,F,C,5,01101    0    0    0
2.43,0.922655715,0,0,0,SEDAN,1,F,C,2,01101    0    0    0
2.62,0.922655715,0,0,0,STNWG,3,M,B,3,01101    0    0    0
1.31,0.922655715,0,0,0,HBACK,2,F,A,4,01101    0    0    0
1.47,0.301163587,0,0,0,HBACK,3,M,A,2,01101    0    0    0
2.45,0.303901437,0,0,0,STNWG,3,F,D,3,01101    0    0    0
6.44,0.588637919,0,0,0,STNWG,1,M,A,4,01101    0    0    0
0.92,0.643394935,0,0,0,SEDAN,4,M,C,1,01101    0    0    0
0.54,0.692676249,0,0,0,HBACK,4,F,D,6,01101    0    0    0
0.69,0.6954141,0,0,0,HBACK,4,F,C,2,01101    0    0    0
1.18,0.197125257,0,0,0,STNWG,4,M,D,4,01101    0    0    0
1.28,0.03559206,0,0,0,HBACK,2,M,C,5,01101    0    0    0
2.56,0.049281314,1,1,200,HBACK,2,M,C,2,01101    0    0    0
1.05,0.599589322,0,0,0,SEDAN,3,M,C,1,01101    0    0    0
2.65,0.684462697,0,0,0,STNWG,2,M,C,4,01101    0    0    0
1.05,0.13963039,0,0,0,SEDAN,3,M,D,2,01101    0    0    0
0.44,0.596851472,0,0,0,SEDAN,4,M,D,5,01101    0    0    0
2.35,0.596851472,0,0,0,SEDAN,1,M,C,4,01101    0    0    0
1.52,0.999315537,0,0,0,HBACK,1,F,B,4,01101    0    0    0
1.61,0.922655715,0,0,0,HBACK,1,F,D,2,01101    0    0    0
1.77,0.952772074,0,0,0,STNWG,4,F,C,3,01101    0    0    0
3.57,0.922655715,0,0,0,UTE,2,M,F,1,01101    0    0    0
3.55,0.596851472,0,0,0,STNWG,2,M,C,3,01101    0    0    0
1.73,0.922655715,0,0,0,HBACK,1,F,B,2,01101    0    0    0
1.4,0.563997262,0,0,0,STNWG,4,M,A,6,01101    0    0    0
1.88,0.684462697,0,0,0,HBACK,2,F,C,5,01101    0    0    0
1.04,0.684462697,0,0,0,HBACK,2,F,C,1,01101    0    0    0
1.82,0.402464066,0,0,0,STNWG,4,M,F,3,01101    0    0    0
2.14,0.251882272,0,0,0,STNWG,2,M,A,5,01101    0    0    0
4.83,0.402464066,0,0,0,BUS,3,M,F,1,01101    0    0    0
0.66,0.55578371,0,0,0,SEDAN,4,F,C,4,01101    0    0    0
1.17,0.884325804,0,0,0,SEDAN,3,M,E,1,01101    0    0    0
1.56,0.687200548,0,0,0,SEDAN,2,F,C,6,01101    0    0    0
1.05,0.574948665,0,0,0,SEDAN,4,F,D,3,01101    0    0    0
1.11,0.027378508,0,0,0,SEDAN,4,F,E,2,01101    0    0    0
1.5,0.741957563,0,0,0,HBACK,3,M,B,3,01101    0    0    0
0.55,0.284736482,0,0,0,SEDAN,4,F,B,5,01101    0    0    0
1.16,0.922655715,1,1,961.5499992,SEDAN,3,M,C,2,01101    0    0    0
1.13,0.303901437,0,0,0,HBACK,2,F,C,2,01101    0    0    0
0.92,0.596851472,0,0,0,HBACK,3,M,A,4,01101    0    0    0
1.83,0.684462697,0,0,0,HBACK,1,M,D,6,01101    0    0    0
0.71,0.698151951,0,0,0,HBACK,3,F,C,4,01101    0    0    0
0.54,0.684462697,0,0,0,SEDAN,4,F,C,4,01101    0    0    0
1.31,0.213552361,0,0,0,SEDAN,3,F,E,2,01101    0    0    0
5.21,0.292950034,0,0,0,STNWG,1,F,C,4,01101    0    0    0
2.01,0.596851472,0,0,0,HBACK,1,M,C,1,01101    0    0    0
4.14,0.295687885,0,0,0,STNWG,2,F,A,3,01101    0    0    0
1.12,0.265571526,0,0,0,HBACK,2,F,A,4,01101    0    0    0
1.68,0.703627652,0,0,0,STNWG,3,F,C,2,01101    0    0    0
1.36,0.295687885,0,0,0,HBACK,1,F,E,4,01101    0    0    0
1.27,0.295687885,1,1,1248.099999,SEDAN,3,F,B,3,01101    0    0    0
1.95,0.314852841,0,0,0,SEDAN,2,F,D,2,01101    0    0    0
0.35,0.229979466,0,0,0,SEDAN,4,M,A,5,01101    0    0    0
4.09,0.295687885,0,0,0,STNWG,1,F,C,4,01101    0    0    0
2.98,0.607802875,0,0,0,MIBUS,3,M,E,3,01101    0    0    0
0.98,0.670773443,0,0,0,SEDAN,3,F,C,3,01101    0    0    0
0.76,0.158795346,0,0,0,HBACK,3,M,A,1,01101    0    0    0
0.82,0.59137577,0,0,0,HBACK,4,M,A,3,01101    0    0    0
1.24,0.684462697,0,0,0,HBACK,2,M,B,5,01101    0    0    0
2.17,0.292950034,0,0,0,SEDAN,1,F,E,4,01101    0    0    0
1.12,0.295687885,0,0,0,HBACK,3,F,B,3,01101    0    0    0
0.58,0.303901437,0,0,0,SEDAN,4,M,C,4,01101    0    0    0
0.99,0.295687885,0,0,0,HBACK,3,F,B,4,01101    0    0    0
1.66,0.55578371,0,0,0,HBACK,2,F,C,4,01101    0    0    0
2.48,0.295687885,0,0,0,SEDAN,1,M,A,4,01101    0    0    0
1.78,0.919917865,0,0,0,SEDAN,2,F,C,1,01101    0    0    0
1.17,0.303901437,0,0,0,SEDAN,3,M,E,4,01101    0    0    0
0.44,0.290212183,0,0,0,SEDAN,4,M,C,4,01101    0    0    0
2.72,0.703627652,0,0,0,SEDAN,1,F,F,2,01101    0    0    0
4.08,0.632443532,0,0,0,STNWG,2,M,F,5,01101    0    0    0
2.78,0.117727584,0,0,0,STNWG,1,M,A,4,01101    0    0    0
1.559,0.703627652,0,0,0,HBACK,1,F,A,1,01101    0    0    0
2.09,0.295687885,0,0,0,SEDAN,2,F,B,5,01101    0    0    0
2.87,0.596851472,0,0,0,STNWG,3,M,C,5,01101    0    0    0
2.61,0.561259411,0,0,0,STNWG,4,M,A,6,01101    0    0    0
5.72,0.596851472,0,0,0,STNWG,1,F,A,3,01101    0    0    0
8.26,0.596851472,0,0,0,STNWG,1,F,C,4,01101    0    0    0
2.79,0.232717317,0,0,0,SEDAN,2,F,C,2,01101    0    0    0
1.49,0.273785079,0,0,0,SEDAN,3,F,B,3,01101    0    0    0
1.2,0.295687885,0,0,0,HBACK,2,F,C,3,01101    0    0    0
1.18,0.919917865,1,1,1984.389999,SEDAN,3,F,B,4,01101    0    0    0
1.7,0.002737851,0,0,0,SEDAN,3,F,A,2,01101    0    0    0
2.93,0.303901437,0,0,0,HDTOP,1,F,F,4,01101    0    0    0
5.236,0.27652293,0,0,0,STNWG,1,M,C,5,01101    0    0    0
1.21,0.150581793,0,0,0,SEDAN,3,F,B,2,01101    0    0    0
0.97,0.24366872,0,0,0,SEDAN,3,F,B,3,01101    0    0    0
1.07,0.566735113,0,0,0,SEDAN,4,F,D,4,01101    0    0    0
0.6,0.268309377,0,0,0,HBACK,4,F,D,4,01101    0    0    0
1.74,0.914442163,0,0,0,HBACK,2,M,A,5,01101    0    0    0
1.28,0.090349076,0,0,0,HBACK,1,M,C,4,01101    0    0    0
1.95,0.919917865,0,0,0,HBACK,1,F,B,1,01101    0    0    0
0.99,0.295687885,0,0,0,HBACK,3,M,C,4,01101    0    0    0
1.68,0.476386037,0,0,0,UTE,4,M,E,1,01101    0    0    0
1.03,0.402464066,0,0,0,HBACK,3,F,C,1,01101    0    0    0
1.88,0.167008898,0,0,0,STNWG,3,M,B,4,01101    0    0    0
1.86,0.303901437,0,0,0,SEDAN,1,F,D,4,01101    0    0    0
1.77,0.295687885,0,0,0,SEDAN,1,F,C,3,01101    0    0    0
4.91,0.919917865,0,0,0,SEDAN,3,M,B,4,01101    0    0    0
2.56,0.399726215,0,0,0,STNWG,3,F,A,3,01101    0    0    0
2.35,0.303901437,0,0,0,MIBUS,3,F,C,3,01101    0    0    0
1.33,0.703627652,0,0,0,SEDAN,3,M,C,4,01101    0    0    0
1.5,0.596851472,0,0,0,UTE,4,M,E,3,01101    0    0    0
1.85,0.002737851,0,0,0,HBACK,1,F,A,3,01101    0    0    0
4.28,0.314852841,0,0,0,STNWG,1,F,B,3,01101    0    0    0
0.5,0.314852841,0,0,0,HBACK,4,M,D,6,01101    0    0    0
0.79,0.971937029,0,0,0,HBACK,4,M,B,6,01101    0    0    0
2.04,0.971937029,0,0,0,HBACK,2,M,C,4,01101    0    0    0
2.16,0.750171116,0,0,0,SEDAN,2,F,C,6,01101    0    0    0
2.2,0.314852841,0,0,0,HBACK,3,M,E,3,01101    0    0    0
0.49,0.971937029,0,0,0,HBACK,4,M,D,6,01101    0    0    0
0.38,0.971937029,0,0,0,SEDAN,4,F,A,5,01101    0    0    0
0.54,0.999315537,0,0,0,SEDAN,4,M,B,5,01101    0    0    0
3.58,0.971937029,0,0,0,STNWG,2,M,D,3,01101    0    0    0
0.29,0.728268309,0,0,0,HBACK,4,M,A,6,01101    0    0    0
0.84,0.971937029,0,0,0,HBACK,4,F,C,6,01101    0    0    0
2.184,0.027378508,0,0,0,SEDAN,1,M,C,2,01101    0    0    0
1.88,0.971937029,0,0,0,STNWG,3,M,A,3,01101    0    0    0
1.44,0.741957563,0,0,0,HBACK,2,F,B,6,01101    0    0    0
2.55,0.027378508,0,0,0,SEDAN,2,F,C,4,01101    0    0    0
1.09,0.971937029,0,0,0,SEDAN,3,F,A,6,01101    0    0    0
0.84,0.709103354,0,0,0,HBACK,4,M,A,4,01101    0    0    0
3.93,0.62422998,0,0,0,STNWG,2,M,C,4,01101    0    0    0
2.99,0.971937029,0,0,0,SEDAN,2,M,C,6,01101    0    0    0
0.86,0.17522245,0,0,0,SEDAN,4,M,A,1,01101    0    0    0
1.01,0.971937029,0,0,0,SEDAN,3,F,B,3,01101    0    0    0
2.13,0.399726215,0,0,0,SEDAN,2,M,A,3,01101    0    0    0
1.53,0.971937029,0,0,0,HBACK,3,F,C,5,01101    0    0    0
0.66,0.971937029,0,0,0,UTE,4,M,D,5,01101    0    0    0
1.68,0.971937029,0,0,0,SEDAN,2,M,A,5,01101    0    0    0
1.349,0.709103354,0,0,0,HBACK,1,F,C,2,01101    0    0    0
4,0.947296372,0,0,0,STNWG,3,M,A,5,01101    0    0    0
3.11,0.971937029,0,0,0,STNWG,3,M,C,3,01101    0    0    0
2.21,0.772073922,0,0,0,SEDAN,1,M,B,6,01101    0    0    0
1.39,0.744695414,0,0,0,HBACK,1,F,C,4,01101    0    0    0
0.38,0.971937029,1,1,700.5,SEDAN,4,M,D,5,01101    0    0    0
2.96,0.971937029,0,0,0,UTE,3,M,D,3,01101    0    0    0
0.27,0.928131417,0,0,0,UTE,4,M,E,1,01101    0    0    0
1.29,0.599589322,0,0,0,SEDAN,3,M,E,1,01101    0    0    0
0.77,0.971937029,0,0,0,HBACK,3,F,C,6,01101    0    0    0
1.88,0.971937029,0,0,0,SEDAN,2,M,D,6,01101    0    0    0
0.41,0.971937029,0,0,0,HBACK,4,M,C,5,01101    0    0    0
5.553,0.6954141,0,0,0,STNWG,1,M,C,4,01101    0    0    0
1.95,0.919917865,0,0,0,HBACK,1,F,A,3,01101    0    0    0
2.14,0.596851472,0,0,0,SEDAN,2,M,C,4,01101    0    0    0
1.28,0.908966461,1,1,4418.799988,TRUCK,3,M,C,1,01101    0    0    0
0.76,0.971937029,0,0,0,HBACK,4,F,B,4,01101    0    0    0
1.32,0.971937029,1,1,200,HBACK,2,F,B,2,01101    0    0    0
2.09,0.596851472,0,0,0,HBACK,2,M,C,4,01101    0    0    0
1.92,0.741957563,0,0,0,HBACK,2,F,D,3,01101    0    0    0
1.99,0.971937029,0,0,0,STNWG,3,F,D,2,01101    0    0    0
2.36,0.971937029,0,0,0,SEDAN,2,F,C,4,01101    0    0    0
0.78,0.271047228,0,0,0,HBACK,3,F,B,4,01101    0    0    0
1.39,0.027378508,0,0,0,HBACK,3,F,B,2,01101    0    0    0
2.77,0.295687885,0,0,0,STNWG,3,F,C,3,01101    0    0    0
2.23,0.6954141,0,0,0,HBACK,1,F,C,1,01101    0    0    0
1.64,0.375085558,0,0,0,SEDAN,2,F,C,5,01101    0    0    0
1.28,0.027378508,0,0,0,HBACK,4,M,B,2,01101    0    0    0
1.76,0.027378508,0,0,0,HDTOP,4,M,A,4,01101    0    0    0
0.41,0.971937029,0,0,0,TRUCK,4,F,B,5,01101    0    0    0
4.349,0.271047228,0,0,0,UTE,1,F,E,4,01101    0    0    0
2.88,0.971937029,0,0,0,HDTOP,2,F,A,2,01101    0    0    0
1.7,0.027378508,0,0,0,HBACK,2,F,C,5,01101    0    0    0
2.49,0.027378508,0,0,0,SEDAN,2,F,C,6,01101    0    0    0
1.28,0.999315537,0,0,0,STNWG,4,F,B,3,01101    0    0    0
2.77,0.210814511,0,0,0,STNWG,3,F,B,4,01101    0    0    0
0.72,0.971937029,0,0,0,SEDAN,4,F,A,3,01101    0    0    0
2.58,0.59137577,0,0,0,STNWG,3,M,A,1,01101    0    0    0
0.69,0.027378508,0,0,0,HBACK,4,M,B,1,01101    0    0    0
1.75,0.303901437,0,0,0,SEDAN,2,M,A,5,01101    0    0    0
1.05,0.971937029,1,1,714.6499939,STNWG,3,F,A,4,01101    0    0    0
1.22,0.971937029,0,0,0,UTE,4,F,C,2,01101    0    0    0
2.16,0.6954141,0,0,0,SEDAN,2,F,B,1,01101    0    0    0
2.85,0.292950034,0,0,0,UTE,2,M,C,2,01101    0    0    0
0.83,0.971937029,0,0,0,STNWG,4,M,E,4,01101    0    0    0
2.29,0.03559206,0,0,0,SEDAN,1,M,B,2,01101    0    0    0
